fileCMLP_34.datTalpha11.0 378.00 ;378.00 ;378.00 ;377.24 ;374.79 ; AverageL=377.21execution time: 1981.58 secondenumber CS=23649.40min: 374.79max: 378.00
fileCMLP_34.datTalpha13.0 322.74 ;320.93 ;322.44 ;322.41 ;321.37 ; AverageL=321.98execution time: 2172.72 secondenumber CS=29093.80min: 320.93max: 322.74
fileCMLP_34.datTalpha15.0 203.00 ;203.00 ;203.00 ;203.00 ;203.00 ; AverageL=203.00execution time: 1054.13 secondenumber CS=20213.20min: 203.00max: 203.00
fileCMLP_35.datTalpha11.0 429.30 ;422.99 ;425.75 ;426.38 ;421.42 ; AverageL=425.17execution time: 3601.50 secondenumber CS=24755.60min: 421.42max: 429.30
fileCMLP_35.datTalpha13.0 358.89 ;355.07 ;357.08 ;358.42 ;358.75 ; AverageL=357.64execution time: 2777.66 secondenumber CS=25795.80min: 355.07max: 358.89
fileCMLP_35.datTalpha15.0 216.00 ;216.00 ;216.00 ;216.00 ;216.00 ; AverageL=216.00execution time: 891.72 secondenumber CS=14514.00min: 216.00max: 216.00
fileCMLP_36.datTalpha11.0 382.26 ;386.49 ;385.73 ;387.18 ;383.67 ; AverageL=385.07execution time: 2674.32 secondenumber CS=24667.80min: 382.26max: 387.18
fileCMLP_36.datTalpha13.0 314.71 ;317.80 ;316.15 ;317.93 ;316.34 ; AverageL=316.59execution time: 2473.23 secondenumber CS=24150.00min: 314.71max: 317.93
fileCMLP_36.datTalpha15.0 207.00 ;207.00 ;207.00 ;207.00 ;207.00 ; AverageL=207.00execution time: 804.80 secondenumber CS=13661.00min: 207.00max: 207.00
fileCMLP_05.datTalpha21.0 50.00 ;50.00 ;50.00 ;50.00 ;49.50 ; AverageL=49.90execution time: 42.53 secondenumber CS=3541.80min: 49.50max: 50.00
fileCMLP_05.datTalpha26.0 45.07 ;44.66 ;44.71 ;44.91 ;44.63 ; AverageL=44.80execution time: 40.56 secondenumber CS=4173.60min: 44.63max: 45.07
fileCMLP_05.datTalpha30.0 31.75 ;31.75 ;31.00 ;31.00 ;31.75 ; AverageL=31.45execution time: 30.68 secondenumber CS=3522.60min: 31.00max: 31.75
fileCMLP_06.datTalpha21.0 40.00 ;40.00 ;40.00 ;40.00 ;40.00 ; AverageL=40.00execution time: 37.29 secondenumber CS=2273.20min: 40.00max: 40.00
fileCMLP_06.datTalpha26.0 40.00 ;40.00 ;40.00 ;40.00 ;40.00 ; AverageL=40.00execution time: 34.67 secondenumber CS=3159.80min: 40.00max: 40.00
fileCMLP_06.datTalpha30.0 27.00 ;27.00 ;27.00 ;27.00 ;27.00 ; AverageL=27.00execution time: 24.67 secondenumber CS=2421.00min: 27.00max: 27.00
fileCMLP_07.datTalpha21.0 34.00 ;34.00 ;34.00 ;34.00 ;34.00 ; AverageL=34.00execution time: 15.61 secondenumber CS=1803.00min: 34.00max: 34.00
fileCMLP_07.datTalpha26.0 21.00 ;23.00 ;23.00 ;23.00 ;21.00 ; AverageL=22.20execution time: 12.77 secondenumber CS=2042.60min: 21.00max: 23.00
fileCMLP_07.datTalpha30.0 8.00 ;8.00 ;8.00 ;8.00 ;8.00 ; AverageL=8.00execution time: 5.83 secondenumber CS=636.20min: 8.00max: 8.00
fileCMLP_08.datTalpha21.0 49.50 ;49.50 ;49.50 ;49.50 ;49.50 ; AverageL=49.50execution time: 37.06 secondenumber CS=3735.80min: 49.50max: 49.50
fileCMLP_08.datTalpha26.0 47.00 ;45.50 ;47.00 ;47.00 ;47.00 ; AverageL=46.70execution time: 21.24 secondenumber CS=3415.20min: 45.50max: 47.00
fileCMLP_08.datTalpha30.0 21.00 ;21.00 ;21.00 ;21.00 ;21.00 ; AverageL=21.00execution time: 13.28 secondenumber CS=1845.20min: 21.00max: 21.00
fileCMLP_13.datTalpha21.0 140.39 ;141.55 ;140.83 ;140.77 ;140.16 ; AverageL=140.74execution time: 139.67 secondenumber CS=6885.80min: 140.16max: 141.55
fileCMLP_13.datTalpha26.0 103.18 ;105.04 ;104.09 ;103.33 ;103.59 ; AverageL=103.85execution time: 165.88 secondenumber CS=7231.40min: 103.18max: 105.04
fileCMLP_13.datTalpha30.0 49.00 ;49.00 ;49.00 ;49.00 ;49.00 ; AverageL=49.00execution time: 59.78 secondenumber CS=3949.20min: 49.00max: 49.00
fileCMLP_14.datTalpha21.0 120.00 ;120.00 ;120.00 ;120.00 ;120.00 ; AverageL=120.00execution time: 267.25 secondenumber CS=6147.20min: 120.00max: 120.00
fileCMLP_14.datTalpha26.0 118.44 ;117.54 ;117.85 ;117.86 ;119.31 ; AverageL=118.20execution time: 195.55 secondenumber CS=8401.80min: 117.54max: 119.31
fileCMLP_14.datTalpha30.0 46.00 ;46.00 ;46.00 ;46.00 ;46.00 ; AverageL=46.00execution time: 77.28 secondenumber CS=4088.80min: 46.00max: 46.00
fileCMLP_15.datTalpha21.0 146.94 ;147.10 ;148.21 ;148.38 ;147.78 ; AverageL=147.68execution time: 804.31 secondenumber CS=8597.20min: 146.94max: 148.38
fileCMLP_15.datTalpha26.0 112.53 ;114.47 ;112.60 ;113.31 ;114.68 ; AverageL=113.52execution time: 292.62 secondenumber CS=8636.80min: 112.53max: 114.68
