94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00 94.00
185.24 134.90 226.75 172.54 188.16 72.17 242.50 179.26 149.57 200.00 123.91 161.86 165.62 211.85 165.62 152.56 241.89 236.68 189.38 203.63 180.32 222.36 192.56 118.87 184.67 208.58 154.40 135.41 189.38 112.40 252.25
183.55 152.32 203.74 183.36 185.47 81.55 203.70 175.09 146.05 195.16 146.25 161.31 200.08 200.56 200.08 161.68 203.21 201.26 186.17 193.52 189.83 197.94 184.18 127.99 192.63 195.25 192.27 148.46 184.68 120.93 203.74
83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00 83.00
70.58 107.47 174.93 162.40 191.65 177.01 128.32 179.40 121.04 146.99 202.31 178.29 143.36 153.29 184.98 66.18 75.58 138.82 164.98 199.71 221.25 160.20 131.30 176.02 163.04 172.46 152.88 190.35 199.71 176.02 224.13
74.82 108.00 177.05 168.94 178.26 178.28 130.88 177.77 144.89 152.11 182.04 177.52 156.97 150.33 181.89 65.91 78.00 168.79 164.73 182.04 182.04 175.49 137.00 182.02 167.92 181.16 164.90 179.13 182.04 182.02 182.04
78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00 78.00
171.11 168.38 220.97 243.11 211.49 252.49 251.16 179.00 194.05 249.15 202.01 148.02 222.74 255.26 240.51 212.28 252.71 157.49 191.91 191.26 169.98 205.17 232.19 250.54 188.35 198.35 227.61 140.60 201.19 110.42 291.00
195.98 195.90 256.79 254.90 226.95 256.63 256.33 199.56 200.13 253.79 244.93 176.70 246.14 243.62 254.52 241.18 256.33 170.98 227.02 240.18 191.43 243.23 243.51 259.08 217.83 230.73 251.59 166.81 244.45 133.78 260.69
137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00 137.00
145.31 102.65 152.69 124.73 91.45 139.16 142.00 142.28 158.27 52.95 144.30 121.80 146.64 145.41 94.39 108.55 147.13 130.65 155.49 99.15 145.87 144.36 102.88 116.80 136.52 141.98 102.84 154.11 147.97 160.70 183.00
158.73 164.20 180.45 156.85 140.62 156.83 161.45 176.20 171.02 78.54 168.97 175.37 166.37 173.87 141.50 162.86 170.88 171.63 175.84 116.78 175.45 162.90 162.88 143.12 164.39 158.48 134.43 162.58 172.32 164.05 183.00
109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00 109.00
335.07 307.46 219.58 247.88 287.88 138.84 294.37 329.14 236.01 179.83 257.05 279.38 337.70 239.18 270.65 189.53 189.49 260.36 273.54 163.67 237.65 243.38 283.46 116.12 267.46 173.78 331.08 204.30 158.70 290.51 349.04
279.98 277.47 227.89 256.90 272.27 154.28 280.00 278.71 269.35 222.07 259.61 272.60 280.00 256.05 269.78 204.27 207.32 271.69 263.43 189.31 237.21 252.80 264.33 132.57 261.25 190.15 280.00 220.93 169.25 278.48 280.00
134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00 134.00
257.44 283.66 179.77 298.11 207.43 182.79 220.40 271.97 192.48 146.06 189.45 216.08 117.11 248.74 256.77 106.68 280.55 123.49 237.14 195.00 142.53 155.09 272.08 251.95 203.91 246.98 167.46 219.25 294.10 143.94 300.00
245.54 245.54 197.32 245.50 230.26 196.20 234.69 245.54 225.17 163.64 206.04 239.36 127.50 245.54 244.34 107.00 245.54 140.98 245.54 208.05 176.57 162.84 245.54 244.36 236.50 245.45 183.36 241.94 245.50 162.60 245.54
